Finanzposition;Bezeichnung;EIN/AUS;Teilabschnitt;RQ;FG;SN;AOB;Anfängliche Zahlungsrückstände EUR;Laufendes Soll EUR;Gesamt Soll EUR;Ist EUR;Schließliche Zahlungsrückstände EUR;Voranschlag EUR;Nachtrags-Voranschlag EUR;Gesamt-Voranschlag EUR;Unterschied zw. LFD.Soll - Gesamt-VA günsiger EUR;Unterschied zw. LFD.Soll - Gesamt-VA ungünsiger EUR
'1.48000.581000';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'48000';20;0;S;'2100';          0.00;      44159.41;      44159.41;      44159.41;          0.00;      45100.00;          0.00;      45100.00;        940.59;          0.00
'1.48000.581100';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'48000';20;0;D;'2100';          0.00;          0.00;          0.00;          0.00;          0.00;        200.00;          0.00;        200.00;        200.00;          0.00
'1.48000.581500';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'48000';20;0;S;'2100';          0.00;      18994.11;      18994.11;      18994.11;          0.00;      20500.00;          0.00;      20500.00;       1505.89;          0.00
'1.48000.590000';FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN);AUSGABE;'48000';20;0;S;'2100';          0.00;       1154.00;       1154.00;       1154.00;          0.00;       1500.00;          0.00;       1500.00;        346.00;          0.00
'1.48000.600000';STROM;AUSGABE;'48000';24;1;D;'0805';        419.30;       4984.51;       5403.81;       5403.81;          0.00;       5000.00;          0.00;       5000.00;         15.49;          0.00
'1.48000.602000';WASSER;AUSGABE;'48000';24;1;D;'0805';          0.00;        375.38;        375.38;        375.38;          0.00;        400.00;          0.00;        400.00;         24.62;          0.00
'1.48000.603000';WÄRME;AUSGABE;'48000';24;1;D;'0805';          0.00;       3773.05;       3773.05;       3773.05;          0.00;       3500.00;          0.00;       3500.00;          0.00;        273.05
'1.48000.614000';INSTANDH. VON GEBÄUDEN;AUSGABE;'48000';24;3;D;'0805';          0.00;          4.43;          4.43;          4.43;          0.00;       4000.00;          0.00;       4000.00;       3995.57;          0.00
'1.48000.614009';INSTANDH. VON GEBÄUDEN A 8/5W;AUSGABE;'48000';24;3;D;'2100';          0.00;        172.73;        172.73;        172.73;          0.00;        600.00;          0.00;        600.00;        427.27;          0.00
'1.48000.614500';INSTANDH. VON GEBÄUDEN;AUSGABE;'48000';24;3;D;'0805';          0.00;       2746.30;       2746.30;       2746.30;          0.00;       1000.00;          0.00;       1000.00;          0.00;       1746.30
'1.48000.614509';INSTANDH. VON GEBÄUDEN A8/5W;AUSGABE;'48000';24;3;D;'0805';          0.00;       1753.31;       1753.31;       1753.31;          0.00;          0.00;          0.00;          0.00;          0.00;       1753.31
'1.48000.618000';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'48000';24;3;D;'2100';          0.00;         28.00;         28.00;         28.00;          0.00;        800.00;          0.00;        800.00;        772.00;          0.00
'1.48000.618009';INSTANDH. VON SONSTIGEN ANLAGEN A 8/5W;AUSGABE;'48000';24;3;D;'2100';          0.00;        388.29;        388.29;        388.29;          0.00;        300.00;          0.00;        300.00;          0.00;         88.29
'1.48000.618030';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'48000';24;2;D;'0805';          0.00;        104.40;        104.40;        104.40;          0.00;       1000.00;          0.00;       1000.00;        895.60;          0.00
'1.48000.620000';PERSONEN- UND GÜTERTRANSPORTE;AUSGABE;'48000';24;8;D;'2100';          0.00;       1258.62;       1258.62;       1258.62;          0.00;       2000.00;          0.00;       2000.00;        741.38;          0.00
'1.48000.630000';POSTDIENSTE;AUSGABE;'48000';24;1;D;'MDPA';          0.00;      16638.05;      16638.05;      16638.05;          0.00;      22000.00;          0.00;      22000.00;       5361.95;          0.00
'1.48000.631000';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'48000';24;1;D;'2100';          0.00;        436.90;        436.90;        436.90;          0.00;          0.00;          0.00;          0.00;          0.00;        436.90
'1.48000.631200';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'48000';24;1;D;'2100';          0.00;        164.44;        164.44;        155.38;          9.06;          0.00;          0.00;          0.00;          0.00;        164.44
'1.48000.642000';BERATUNGSKOSTEN;AUSGABE;'48000';24;3;D;'0805';          0.00;        256.92;        256.92;        256.92;          0.00;          0.00;          0.00;          0.00;          0.00;        256.92
'1.48000.650000';ZINSEN FÜR FINANZSCHULDEN - INLAND;AUSGABE;'48000';25;8;S;'SN21';          0.00;      12105.99;      12105.99;      12105.99;          0.00;      11900.00;          0.00;      11900.00;          0.00;        205.99
'1.48000.670000';VERSICHERUNGEN;AUSGABE;'48000';24;8;D;'0805';          0.00;        442.87;        442.87;        442.87;          0.00;        800.00;          0.00;        800.00;        357.13;          0.00
'1.48000.690000';SCHADENSFÄLLE MIETZINSAUSFÄLLE;AUSGABE;'48000';24;8;D;'2100';          0.00;       6345.90;       6345.90;       1562.32;       4783.58;      33000.00;          0.00;      33000.00;      26654.10;          0.00
'1.48000.690100';SCHADENSFÄLLE;AUSGABE;'48000';24;8;D;'2100';          0.00;          0.00;          0.00;          0.00;          0.00;      20000.00;          0.00;      20000.00;      20000.00;          0.00
'1.48000.700200';MIETZINSE LEASINGRATEN;AUSGABE;'48000';24;8;D;'0800';        125.18;      33690.41;      33815.59;      33696.61;        118.98;      33600.00;          0.00;      33600.00;          0.00;         90.41
'1.48000.700300';MIETZINSE KOPIERER;AUSGABE;'48000';24;9;D;'2100';          0.00;        272.65;        272.65;        272.65;          0.00;       1300.00;          0.00;       1300.00;       1027.35;          0.00
'1.48000.700800';MIETZINSE;AUSGABE;'48000';24;8;D;'0805';          0.00;       1151.42;       1151.42;       1151.42;          0.00;       1000.00;          0.00;       1000.00;          0.00;        151.42
'1.48000.710000';ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG.;AUSGABE;'48000';24;8;D;'0805';          0.00;       2578.51;       2578.51;       2578.51;          0.00;       3000.00;          0.00;       3000.00;        421.49;          0.00
'1.48000.723000';AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN;AUSGABE;'48000';24;9;D;'2100';          0.00;        714.68;        714.68;        714.68;          0.00;        400.00;          0.00;        400.00;          0.00;        314.68
'1.48000.728000';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'48000';24;9;D;'2100';          0.00;          0.00;          0.00;          0.00;          0.00;      20000.00;          0.00;      20000.00;      20000.00;          0.00
'1.48000.728100';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'48000';24;8;D;'0805';         59.42;        189.28;        248.70;        189.49;         59.21;        200.00;          0.00;        200.00;         10.72;          0.00
'1.48000.728200';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'48000';24;9;D;'2100';          0.00;       1325.04;       1325.04;       1325.04;          0.00;       1000.00;          0.00;       1000.00;          0.00;        325.04
'1.48000.728310';ENTGELTE FÜR SONSTIGE LEISTUNGEN SCHULUNGEN;AUSGABE;'48000';24;9;D;'2100';          0.00;        315.84;        315.84;        315.84;          0.00;       1600.00;          0.00;       1600.00;       1284.16;          0.00
'1.48000.728320';ENTGELTE FÜR SONSTIGE LEISTUNGEN EDV-SPEZIALSCHULUNGEN;AUSGABE;'48000';24;9;D;'2100';          0.00;          0.00;          0.00;          0.00;          0.00;        300.00;          0.00;        300.00;        300.00;          0.00
'1.48000.728990';ENTGELTE FÜR SONSTIGE LEISTUNGEN EDV;AUSGABE;'48000';24;8;D;'MDIM';          0.00;       5408.15;       5408.15;       5408.15;          0.00;          0.00;          0.00;          0.00;          0.00;       5408.15
'1.48000.757000';LFD. TRANSFERZ. AN PRIV.ORGANISATIONEN O.ERWERBSZW;AUSGABE;'48000';27;5;D;'2100';          0.00;      80300.00;      80300.00;      67300.00;      13000.00;      70600.00;      10000.00;      80600.00;        300.00;          0.00
'1.48000.777000';KAP.TRANSFERZ. AN PRIV.ORGANISATIONEN O. ERWERBSZW;AUSGABE;'48000';44;5;D;'2100';          0.00;      33700.00;      33700.00;      33700.00;          0.00;      33700.00;          0.00;      33700.00;          0.00;          0.00
'1.48010.001000';UNBEBAUTE GRUNDSTÜCKE;AUSGABE;'48010';40;3;D;'2100';          0.00;          0.00;          0.00;          0.00;          0.00;        300.00;          0.00;        300.00;        300.00;          0.00
'1.48010.042000';AMTSAUSSTATTUNG;AUSGABE;'48010';41;3;D;'2100';          0.00;          0.00;          0.00;          0.00;          0.00;        300.00;          0.00;        300.00;        300.00;          0.00
'1.48010.050000';SONDERANLAGEN;AUSGABE;'48010';40;3;D;'2100';          0.00;          0.00;          0.00;          0.00;          0.00;        300.00;          0.00;        300.00;        300.00;          0.00
'1.48010.341000';INVESTITIONSDARLEHEN VON LÄNDERN, LANDESFONDS U. -;AUSGABE;'48010';64;8;S;'SN21';          0.00;      24769.37;      24769.37;      24769.37;          0.00;      41000.00;          0.00;      41000.00;      16230.63;          0.00
'1.48010.346000';INVESTITIONSDARLEHEN VON KREDITINSTITUTEN;AUSGABE;'48010';65;8;S;'SN21';          0.00;     607442.72;     607442.72;     607442.72;          0.00;     597000.00;          0.00;     597000.00;          0.00;      10442.72
'1.48010.400000';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'48010';23;1;D;'2100';          0.00;          0.00;          0.00;          0.00;          0.00;        200.00;          0.00;        200.00;        200.00;          0.00
'1.48010.400030';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'48010';23;3;D;'0805';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.48010.400990';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'48010';23;9;D;'MDIM';          0.00;        311.96;        311.96;        311.96;          0.00;          0.00;          0.00;          0.00;          0.00;        311.96
'1.48010.402550';MATERIALIEN F.INNERBETRIEBLICHE LEISTUNGEN;AUSGABE;'48010';23;1;D;'0805';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.48010.423550';ROH- UND HILFSSTOFFE FÜR DAS BAUHAUPTGEWERBE;AUSGABE;'48010';23;1;D;'0805';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.48010.424550';ROH- UND HILFSSTOFFE FÜR DAS BAUNEBENGEWERBE;AUSGABE;'48010';23;1;D;'0805';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.48010.428550';FERTIG BEZOGENE TEILE;AUSGABE;'48010';23;1;D;'0805';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.48010.456000';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'48010';23;1;D;'2100';          0.00;          0.00;          0.00;          0.00;          0.00;        400.00;          0.00;        400.00;        400.00;          0.00
'1.48010.456990';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'48010';23;1;D;'2100';        361.20;        133.94;        495.14;        495.14;          0.00;       1000.00;          0.00;       1000.00;        866.06;          0.00
'1.48010.457200';DRUCKWERKE;AUSGABE;'48010';23;1;D;'2100';          0.00;          0.00;          0.00;          0.00;          0.00;        100.00;          0.00;        100.00;        100.00;          0.00
'1.48010.459000';SONSTIGE VERBRAUCHSGÜTER;AUSGABE;'48010';23;1;D;'2100';          0.00;          0.00;          0.00;          0.00;          0.00;        100.00;          0.00;        100.00;        100.00;          0.00
'1.48010.500000';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'48010';20;0;S;'2100';          0.00;      69492.74;      69492.74;      69492.74;          0.00;      71200.00;          0.00;      71200.00;       1707.26;          0.00
'1.48010.510000';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'48010';20;0;S;'2100';          0.00;      21918.26;      21918.26;      21918.26;          0.00;      21700.00;          0.00;      21700.00;          0.00;        218.26
'1.48010.565000';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'48010';20;0;S;'2100';          0.00;       1489.26;       1489.26;       1489.26;          0.00;       1600.00;          0.00;       1600.00;        110.74;          0.00
'1.48010.569000';SONSTIGE NEBENGEBÜHREN;AUSGABE;'48010';20;0;S;'2100';          0.00;        472.62;        472.62;        472.62;          0.00;        900.00;          0.00;        900.00;        427.38;          0.00
'1.48010.580000';DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN;AUSGABE;'48010';20;0;S;'2100';          0.00;       1538.49;       1538.49;       1538.49;          0.00;       1300.00;          0.00;       1300.00;          0.00;        238.49
'1.48010.581000';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'48010';20;0;S;'2100';          0.00;       7218.76;       7218.76;       7218.76;          0.00;       7500.00;          0.00;       7500.00;        281.24;          0.00
'1.48010.581500';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'48010';20;0;S;'2100';          0.00;       1981.17;       1981.17;       1981.17;          0.00;       2100.00;          0.00;       2100.00;        118.83;          0.00
'1.48010.590000';FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN);AUSGABE;'48010';20;0;S;'2100';          0.00;        151.00;        151.00;        151.00;          0.00;        200.00;          0.00;        200.00;         49.00;          0.00
'1.48010.600000';STROM;AUSGABE;'48010';24;1;D;'0805';         77.35;        905.14;        982.49;        982.49;          0.00;          0.00;          0.00;          0.00;          0.00;        905.14
'1.48010.603000';WÄRME;AUSGABE;'48010';24;1;D;'0805';          0.00;        516.97;        516.97;        516.97;          0.00;        100.00;          0.00;        100.00;          0.00;        416.97
'1.48010.614000';INSTANDH. VON GEBÄUDEN;AUSGABE;'48010';24;3;D;'0805';          0.00;          4.90;          4.90;          4.90;          0.00;       4000.00;          0.00;       4000.00;       3995.10;          0.00
'1.48010.614009';INSTANDH. VON GEBÄUDEN A 8/5W;AUSGABE;'48010';24;3;D;'2100';          0.00;         99.86;         99.86;         99.86;          0.00;          0.00;          0.00;          0.00;          0.00;         99.86
'1.48010.614500';INSTANDH. VON GEBÄUDEN;AUSGABE;'48010';24;3;D;'0805';          0.00;        215.38;        215.38;        215.38;          0.00;       1000.00;          0.00;       1000.00;        784.62;          0.00
'1.48010.618000';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'48010';24;3;D;'2100';          0.00;         75.00;         75.00;         75.00;          0.00;        500.00;          0.00;        500.00;        425.00;          0.00
'1.48010.618009';INSTANDH. VON SONSTIGEN ANLAGEN A 8/5W;AUSGABE;'48010';24;3;D;'2100';          0.00;          0.00;          0.00;          0.00;          0.00;        200.00;          0.00;        200.00;        200.00;          0.00
'1.48010.618030';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'48010';24;2;D;'0805';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.48010.620000';PERSONEN- UND GÜTERTRANSPORTE;AUSGABE;'48010';24;8;D;'2100';          0.00;          0.00;          0.00;          0.00;          0.00;        200.00;          0.00;        200.00;        200.00;          0.00
'1.48010.631000';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'48010';24;1;D;'2100';          0.00;         68.41;         68.41;         68.41;          0.00;          0.00;          0.00;          0.00;          0.00;         68.41
'1.48010.631200';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'48010';24;1;D;'2100';          0.00;          3.57;          3.57;          3.57;          0.00;          0.00;          0.00;          0.00;          0.00;          3.57
